# y, tke, epsilon, grad_u_11, grad_u_12, grad_u_13, grad_u_21, grad_u_22, grad_u_23, grad_u_31, grad_u_32, grad_u_33, uu_11, uu_12, uu_13, uu_21, uu_22, uu_23, uu_31, uu_32, uu_33, u_1, u_2, u_3
-9.122385382652282715e-01 8.941852487623691559e-03 2.913377713412046432e-03 1.679808337939903140e-04 1.341506600379943848e+00 -9.397526737302541733e-04 1.127769355662167072e-03 1.102175447158515453e-03 3.072887659072875977e-03 7.372560794465243816e-04 5.366439465433359146e-03 -5.280850455164909363e-04 1.009254436939954758e-02 -2.211821731179952621e-03 -1.512322683083766606e-06 -2.211821731179952621e-03 2.899142913520336151e-03 -3.904801815224345773e-06 -1.512322683083766606e-06 -3.904801815224345773e-06 4.892017692327499390e-03 8.073184490203857422e-01 9.990290709538385272e-05 -1.229334273375570774e-03
-9.109680652618408203e-01 8.915429934859275818e-03 2.863374073058366776e-03 2.808707067742943764e-04 1.323116302490234375e+00 -5.693305865861475468e-04 1.450599636882543564e-03 5.324961966834962368e-04 3.660632297396659851e-03 1.778916339389979839e-04 6.988000590354204178e-03 -2.161634620279073715e-04 1.005615200847387314e-02 -2.209602855145931244e-03 -2.497758259778493084e-06 -2.209602855145931244e-03 2.899203682318329811e-03 -4.797228484676452354e-06 -2.497758259778493084e-06 -4.797228484676452354e-06 4.875504877418279648e-03 8.090111613273620605e-01 1.008804756565950811e-04 -1.221352140419185162e-03
-9.096975326538085938e-01 8.890284225344657898e-03 2.822820330038666725e-03 4.355110286269336939e-04 1.305364847183227539e+00 -2.745607926044613123e-04 1.743763103149831295e-03 7.041673961794003844e-05 4.235011991113424301e-03 -2.137148549081757665e-04 8.562940172851085663e-03 -2.156128175556659698e-05 1.002145186066627502e-02 -2.207372570410370827e-03 -3.530444018906564452e-06 -2.207372570410370827e-03 2.899349667131900787e-03 -5.630942268908256665e-06 -3.530444018906564452e-06 -5.630942268908256665e-06 4.859765991568565369e-03 8.106806874275207520e-01 1.012369975796900690e-04 -1.211581053212285042e-03
-9.084097743034362793e-01 8.865319192409515381e-03 2.783193951472640038e-03 6.062255124561488628e-04 1.288135051727294922e+00 -7.542206731159240007e-05 2.010390395298600197e-03 -2.297949831699952483e-04 4.772183019667863846e-03 -4.291459918022155762e-04 9.829630143940448761e-03 3.549834946170449257e-05 9.987124241888523102e-03 -2.205219352617859840e-03 -4.403314505907474086e-06 -2.205219352617859840e-03 2.899463055655360222e-03 -6.349078830680809915e-06 -4.403314505907474086e-06 -6.349078830680809915e-06 4.844050854444503784e-03 8.123502731323242188e-01 1.010427949950098991e-04 -1.199511927552521229e-03
-9.071220159530639648e-01 8.839759044349193573e-03 2.736826427280902863e-03 7.725793984718620777e-04 1.272221207618713379e+00 -2.538098779041320086e-04 2.246326301246881485e-03 -3.377883695065975189e-04 5.249444395303726196e-03 -3.725284768734127283e-04 1.021889876574277878e-02 -1.469004200771450996e-05 9.952471591532230377e-03 -2.203152980655431747e-03 -4.923896085529122502e-06 -2.203152980655431747e-03 2.899336628615856171e-03 -7.021224064374109730e-06 -4.923896085529122502e-06 -7.021224064374109730e-06 4.827709402889013290e-03 8.139988780021667480e-01 1.007071477943100035e-04 -1.186575042083859444e-03
-9.058170318603515625e-01 8.815644308924674988e-03 2.699242671951651573e-03 9.254243341274559498e-04 1.257163286209106445e+00 -6.967140361666679382e-04 2.448797924444079399e-03 -3.179831255692988634e-04 5.666426848620176315e-03 -1.108245924115180969e-04 9.953235276043415070e-03 -1.173516720882616937e-04 9.919289499521255493e-03 -2.201018156483769417e-03 -5.118285116623155773e-06 -2.201018156483769417e-03 2.899536630138754845e-03 -7.604689471918391064e-06 -5.118285116623155773e-06 -7.604689471918391064e-06 4.812463186681270599e-03 8.156488537788391113e-01 1.001690179691649973e-04 -1.172954565845429897e-03
-9.045121073722839355e-01 8.790982887148857117e-03 2.654236042872071266e-03 1.098342821933329105e-03 1.242779612541198730e+00 -1.203224644996225834e-03 2.628190442919731140e-03 -2.897779049817472696e-04 6.023263093084096909e-03 3.298301890026777983e-04 9.075039066374301910e-03 -1.807815860956907272e-04 9.885850362479686737e-03 -2.198846312239766121e-03 -5.102190243633231148e-06 -2.198846312239766121e-03 2.899508224800229073e-03 -8.042295121413189918e-06 -5.102190243633231148e-06 -8.042295121413189918e-06 4.796606954187154770e-03 8.172801136970520020e-01 9.982386836782097816e-05 -1.160681014880537987e-03
-9.031900167465209961e-01 8.767811581492424011e-03 2.617657417431473732e-03 1.269596163183450699e-03 1.228828668594360352e+00 -1.756669837050139904e-03 2.773526357486844063e-03 -2.639431331772357225e-04 6.325602531433105469e-03 8.965784800238907337e-04 7.697772700339555740e-03 -1.922147348523139954e-04 9.854066185653209686e-03 -2.196507994085550308e-03 -4.821824404643848538e-06 -2.196507994085550308e-03 2.899779938161373138e-03 -8.301592970383353531e-06 -4.821824404643848538e-06 -8.301592970383353531e-06 4.781777504831552505e-03 8.189139366149902344e-01 9.949111699825152755e-05 -1.149379648268222809e-03
-9.018679261207580566e-01 8.743822574615478516e-03 2.573581645265221596e-03 1.416255254298448563e-03 1.214678406715393066e+00 -1.985867740586400032e-03 2.879764651879668236e-03 -4.325698537286370993e-04 6.526279728859663010e-03 1.418669358827173710e-03 6.583152804523706436e-03 1.885749770735856146e-05 9.822072461247444153e-03 -2.194185042753815651e-03 -4.400958459882531315e-06 -2.194185042753815651e-03 2.899682847782969475e-03 -8.226907084463164210e-06 -4.400958459882531315e-06 -8.226907084463164210e-06 4.765889607369899750e-03 8.205290436744689941e-01 9.904870967147871852e-05 -1.140040461905300617e-03
-9.005286693572998047e-01 8.721038699150085449e-03 2.538027474656701088e-03 1.547217369079589844e-03 1.200255393981933594e+00 -1.956766471266746521e-03 2.944566309452056885e-03 -7.558782235719263554e-04 6.644876208156347275e-03 1.899661147035658360e-03 5.652897525578737259e-03 4.032040887977927923e-04 9.791673161089420319e-03 -2.191704930737614632e-03 -3.897444457834353670e-06 -2.191704930737614632e-03 2.899769926443696022e-03 -7.883340003900229931e-06 -3.897444457834353670e-06 -7.883340003900229931e-06 4.750634077936410904e-03 8.221465945243835449e-01 9.837099787546321750e-05 -1.132306409999728203e-03
-8.991894721984863281e-01 8.697183802723884583e-03 2.495734719559550285e-03 1.531986985355615616e-03 1.185883641242980957e+00 -1.690198667347431183e-03 2.910786308348178864e-03 -1.238867989741265774e-03 6.673953030258417130e-03 2.181584713980555534e-03 5.093824118375778198e-03 1.027170685119926929e-03 9.760625660419464111e-03 -2.189395250752568245e-03 -3.496706767691648565e-06 -2.189395250752568245e-03 2.899463521316647530e-03 -7.293974249478196725e-06 -3.496706767691648565e-06 -7.293974249478196725e-06 4.734279122203588486e-03 8.237445354461669922e-01 9.701024828245863318e-05 -1.125084701925516129e-03
-8.978332281112670898e-01 8.673264645040035248e-03 2.453946974128484726e-03 1.408885233104228973e-03 1.171494126319885254e+00 -1.261239987798035145e-03 2.785984659567475319e-03 -1.830258057452738285e-03 6.637654732912778854e-03 2.298427512869238853e-03 4.774870816618204117e-03 1.813972368836402893e-03 9.729686193168163300e-03 -2.187130507081747055e-03 -3.184682327628252096e-06 -2.187130507081747055e-03 2.899088896811008453e-03 -6.559706889674998820e-06 -3.184682327628252096e-06 -6.559706889674998820e-06 4.717754200100898743e-03 8.253428936004638672e-01 9.489595686318352818e-05 -1.118243089877068996e-03
-8.964769244194030762e-01 8.650351315736770630e-03 2.420050092041492462e-03 1.219170168042182922e-03 1.157384276390075684e+00 -7.561528473161160946e-04 2.579983556643128395e-03 -2.463442971929907799e-03 6.560940295457839966e-03 2.280075335875153542e-03 4.572303500026464462e-03 2.666400978341698647e-03 9.699953719973564148e-03 -2.184874378144741058e-03 -2.895980969697120599e-06 -2.184874378144741058e-03 2.898818114772439003e-03 -5.773023531219223514e-06 -2.895980969697120599e-06 -5.773023531219223514e-06 4.701931029558181763e-03 8.269221186637878418e-01 9.199982014251872897e-05 -1.111823949031531811e-03
-8.951036930084228516e-01 8.626314811408519745e-03 2.379793440923094749e-03 9.983460186049342155e-04 1.143589377403259277e+00 -2.819897781591862440e-04 2.291497075930237770e-03 -3.071971470490098000e-03 6.490501109510660172e-03 2.155648311600089073e-03 4.168537445366382599e-03 3.498437581583857536e-03 9.669266641139984131e-03 -2.182740019634366035e-03 -2.515388814572361298e-06 -2.182740019634366035e-03 2.898224629461765289e-03 -4.995688414055621251e-06 -2.515388814572361298e-06 -4.995688414055621251e-06 4.685138352215290070e-03 8.285017609596252441e-01 8.816676563583314419e-05 -1.105738687328994274e-03
-8.937304019927978516e-01 8.603229187428951263e-03 2.348128473386168480e-03 8.032704354263842106e-04 1.130146145820617676e+00 1.534611656097695231e-04 1.955325482413172722e-03 -3.621262498199939728e-03 6.388079840689897537e-03 1.971400575712323189e-03 3.972254227846860886e-03 4.220883827656507492e-03 9.639768861234188080e-03 -2.180530223995447159e-03 -2.066804654532461427e-06 -2.180530223995447159e-03 2.897682832553982735e-03 -4.251352493156446144e-06 -2.066804654532461427e-06 -4.251352493156446144e-06 4.669006913900375366e-03 8.300626873970031738e-01 8.357356273336336017e-05 -1.099906978197395802e-03
-8.923401832580566406e-01 8.580083027482032776e-03 2.318316139280796051e-03 6.959740421734750271e-04 1.116889238357543945e+00 5.064857541583478451e-04 1.591638196259737015e-03 -4.072910640388727188e-03 6.249332800507545471e-03 1.774972304701805115e-03 4.041500855237245560e-03 4.755078349262475967e-03 9.610502980649471283e-03 -2.178218448534607887e-03 -1.546195562696084380e-06 -2.178218448534607887e-03 2.896985271945595741e-03 -3.591610266084899195e-06 -1.546195562696084380e-06 -3.591610266084899195e-06 4.652678500860929489e-03 8.316247463226318359e-01 7.820175960659980774e-05 -1.094770152121782303e-03
-8.909499645233154297e-01 8.555900305509567261e-03 2.283120527863502502e-03 6.971920956857502460e-04 1.103783488273620605e+00 7.937327027320861816e-04 1.233123824931681156e-03 -4.392006434500217438e-03 6.011272314935922623e-03 1.592994085513055325e-03 5.144719500094652176e-03 5.003524012863636017e-03 9.580470621585845947e-03 -2.175768371671438217e-03 -1.067553171196777839e-06 -2.175768371671438217e-03 2.895745215937495232e-03 -2.995486511281342246e-06 -1.067553171196777839e-06 -2.995486511281342246e-06 4.635584540665149689e-03 8.331684470176696777e-01 7.229377661133185029e-05 -1.088353921659290791e-03
-8.895428180694580078e-01 8.532761596143245697e-03 2.256227424368262291e-03 7.633162313140928745e-04 1.090784430503845215e+00 1.038983697071671486e-03 8.774320012889802456e-04 -4.590705502778291702e-03 5.696081090718507767e-03 1.431350014172494411e-03 7.011427078396081924e-03 5.031450651586055756e-03 9.551431983709335327e-03 -2.173041226342320442e-03 -6.147293447611446027e-07 -2.173041226342320442e-03 2.894555218517780304e-03 -2.452928356433403678e-06 -6.147293447611446027e-07 -2.452928356433403678e-06 4.619536455720663071e-03 8.347129225730895996e-01 6.596374441869556904e-05 -1.080403570085763931e-03
-8.881357312202453613e-01 8.508590981364250183e-03 2.223131945356726646e-03 8.542016730643808842e-04 1.078124523162841797e+00 1.302395947277545929e-03 5.389716825447976589e-04 -4.612592514604330063e-03 5.357774440199136734e-03 1.294856541790068150e-03 9.310810826718807220e-03 4.851024132221937180e-03 9.521394036710262299e-03 -2.170172287151217461e-03 -1.425320732550972025e-07 -2.170172287151217461e-03 2.892856253311038017e-03 -2.010870048252400011e-06 -1.425320732550972025e-07 -2.010870048252400011e-06 4.602930508553981781e-03 8.362383842468261719e-01 5.948337275185622275e-05 -1.068699173629283905e-03
-8.867117762565612793e-01 8.485491387546062469e-03 2.197557128965854645e-03 9.487266070209443569e-04 1.065672039985656738e+00 1.577646471560001373e-03 2.171099768020212650e-04 -4.491395782679319382e-03 5.003133323043584824e-03 1.181419589556753635e-03 1.187193393707275391e-02 4.520643036812543869e-03 9.492219425737857819e-03 -2.167023485526442528e-03 3.361016354119783500e-07 -2.167023485526442528e-03 2.891252748668193817e-03 -1.627959591132821515e-06 3.361016354119783500e-07 -1.627959591132821515e-06 4.587510600686073303e-03 8.377646803855895996e-01 5.290223634801805019e-05 -1.053659361787140369e-03
-8.852878212928771973e-01 8.461321704089641571e-03 2.165814861655235291e-03 9.185592061839997768e-04 1.054044604301452637e+00 1.938638859428465366e-03 -9.332744957646355033e-05 -4.222433548420667648e-03 4.690064117312431335e-03 1.133567537181079388e-03 1.404405664652585983e-02 4.180165007710456848e-03 9.462180547416210175e-03 -2.163843251764774323e-03 7.604194820487464312e-07 -2.163843251764774323e-03 2.889276249334216118e-03 -1.263814851881761570e-06 7.604194820487464312e-07 -1.263814851881761570e-06 4.571186844259500504e-03 8.392739295959472656e-01 4.671883289120160043e-05 -1.035000663250684738e-03
-8.838471174240112305e-01 8.437143638730049133e-03 2.135060261934995651e-03 7.634289213456213474e-04 1.043024182319641113e+00 2.359507605433464050e-03 -3.894617257174104452e-04 -3.847899613901972771e-03 4.416792187839746475e-03 1.140676788054406643e-03 1.573476567864418030e-02 3.873870475217700005e-03 9.432178921997547150e-03 -2.160543343052268028e-03 9.877085176412947476e-07 -2.160543343052268028e-03 2.887242473661899567e-03 -8.713475949662097264e-07 9.877085176412947476e-07 -8.713475949662097264e-07 4.554866347461938858e-03 8.407842516899108887e-01 4.093109964742325246e-05 -1.013344270177185535e-03
-8.824063539505004883e-01 8.414022624492645264e-03 2.111762296408414841e-03 4.852667916566133499e-04 1.032653808593750000e+00 2.804409014061093330e-03 -6.611538701690733433e-04 -3.418786684051156044e-03 4.188429098576307297e-03 1.192308147437870502e-03 1.680343225598335266e-02 3.654912346974015236e-03 9.403350763022899628e-03 -2.157151000574231148e-03 8.860758384798828047e-07 -2.157151000574231148e-03 2.885350724682211876e-03 -4.194532721157884225e-07 8.860758384798828047e-07 -4.194532721157884225e-07 4.539343994110822678e-03 8.422793745994567871e-01 3.567854582797735929e-05 -9.898056741803884506e-04
-8.809489011764526367e-01 8.389889262616634369e-03 2.082823542878031731e-03 4.070258000865578651e-05 1.022778153419494629e+00 3.253709757700562477e-03 -9.036127012223005295e-04 -2.980519086122512817e-03 4.008898045867681503e-03 1.295082387514412403e-03 1.703054830431938171e-02 3.620364703238010406e-03 9.373867884278297424e-03 -2.153807319700717926e-03 3.329404023588722339e-07 -2.153807319700717926e-03 2.883136039599776268e-03 1.509085194584258716e-07 3.329404023588722339e-07 1.509085194584258716e-07 4.522774834185838699e-03 8.437772393226623535e-01 3.103403651039116085e-05 -9.649608400650322437e-04
-8.794913887977600098e-01 8.366962894797325134e-03 2.061298582702875137e-03 -4.442293429747223854e-04 1.013260722160339355e+00 3.646509954705834389e-03 -1.109737320803105831e-03 -2.583196619525551796e-03 3.868636442348361015e-03 1.386248972266912460e-03 1.660094968974590302e-02 3.680596128106117249e-03 9.345875121653079987e-03 -2.150442218407988548e-03 -5.160323439667990897e-07 -2.150442218407988548e-03 2.881028689444065094e-03 7.544492177657957654e-07 -5.160323439667990897e-07 7.544492177657957654e-07 4.507021512836217880e-03 8.452610373497009277e-01 2.695501279958989471e-05 -9.401877759955823421e-04
-8.780171871185302734e-01 8.344314992427825928e-03 2.040284220129251480e-03 -9.395785746164619923e-04 1.003825187683105469e+00 3.912128508090972900e-03 -1.274479902349412441e-03 -2.232758328318595886e-03 3.751571523025631905e-03 1.430982840247452259e-03 1.553663332015275955e-02 3.810128895565867424e-03 9.318468160927295685e-03 -2.147100633010268211e-03 -1.528219058855029289e-06 -2.147100633010268211e-03 2.878809580579400063e-03 1.349437411590770353e-06 -1.528219058855029289e-06 1.349437411590770353e-06 4.491352941840887070e-03 8.467476963996887207e-01 2.342073821637313813e-05 -9.164201910607516766e-04
-8.765430450439453125e-01 8.321035653352737427e-03 2.011658856645226479e-03 -1.204930711537599564e-03 9.942490458488464355e-01 4.069868940860033035e-03 -1.396139618009328842e-03 -2.097430406138300896e-03 3.672335296869277954e-03 1.347399665974080563e-03 1.412096992135047913e-02 3.905084216967225075e-03 9.290861897170543671e-03 -2.143863821402192116e-03 -2.395610181338270195e-06 -2.143863821402192116e-03 2.876157639548182487e-03 1.844617145252414048e-06 -2.395610181338270195e-06 1.844617145252414048e-06 4.475051071494817734e-03 8.482203483581542969e-01 2.023175147769507021e-05 -8.946452871896326542e-04
-8.750522732734680176e-01 8.298293687403202057e-03 1.982504501938819885e-03 -1.254836563020944595e-03 9.844262003898620605e-01 4.125352017581462860e-03 -1.482664956711232662e-03 -2.126165665686130524e-03 3.628053935244679451e-03 1.169337308965623379e-03 1.244844030588865280e-02 3.947226796299219131e-03 9.264037013053894043e-03 -2.140669384971261024e-03 -2.962485041280160658e-06 -2.140669384971261024e-03 2.873407909646630287e-03 2.233935674667009152e-06 -2.962485041280160658e-06 2.233935674667009152e-06 4.459142684936523438e-03 8.496954441070556641e-01 1.714113932393956929e-05 -8.748601539991796017e-04
-8.735615015029907227e-01 8.277115412056446075e-03 1.959588844329118729e-03 -1.100664027035236359e-03 9.744706749916076660e-01 4.081962164491415024e-03 -1.539838500320911407e-03 -2.267777686938643456e-03 3.617176087573170662e-03 9.345177095383405685e-04 1.065119076520204544e-02 3.916266374289989471e-03 9.238955564796924591e-03 -2.137553645297884941e-03 -3.116499328825739212e-06 -2.137553645297884941e-03 2.870805561542510986e-03 2.496710521882050671e-06 -3.116499328825739212e-06 2.496710521882050671e-06 4.444469697773456573e-03 8.511557579040527344e-01 1.396742300130426884e-05 -8.575355750508606434e-04
-8.720541000366210938e-01 8.256359025835990906e-03 1.936962478794157505e-03 -7.159244269132614136e-04 9.641422629356384277e-01 3.982050344347953796e-03 -1.571587636135518551e-03 -2.528399229049682617e-03 3.647921374067664146e-03 6.773907225579023361e-04 8.763019926846027374e-03 3.827723674476146698e-03 9.214433841407299042e-03 -2.134577138349413872e-03 -2.782971250780974515e-06 -2.134577138349413872e-03 2.868170617148280144e-03 2.613591277622617781e-06 -2.782971250780974515e-06 2.613591277622617781e-06 4.430113360285758972e-03 8.526170253753662109e-01 1.033794706017943099e-05 -8.427279535681009293e-04
-8.705467581748962402e-01 8.234913460910320282e-03 1.908527687191963196e-03 -2.293315919814631343e-04 9.539551138877868652e-01 3.715595230460166931e-03 -1.596082118339836597e-03 -2.678446704521775246e-03 3.686389653012156487e-03 4.396224394440650940e-04 7.118865847587585449e-03 3.552506677806377411e-03 9.189215488731861115e-03 -2.131875604391098022e-03 -2.219449243057169951e-06 -2.131875604391098022e-03 2.865292364731431007e-03 2.559231916166027077e-06 -2.219449243057169951e-06 2.559231916166027077e-06 4.415318835526704788e-03 8.540624976158142090e-01 6.396587650669971481e-06 -8.308960241265594959e-04
-8.690229058265686035e-01 8.214771747589111328e-03 1.887111226096749306e-03 3.447025083005428314e-04 9.438130259513854980e-01 3.326708450913429260e-03 -1.610998646356165409e-03 -2.759111346676945686e-03 3.724799258634448051e-03 2.096481184707954526e-04 5.753666162490844727e-03 3.144735470414161682e-03 9.164989925920963287e-03 -2.129229251295328140e-03 -1.477964246987539809e-06 -2.129229251295328140e-03 2.862759167328476906e-03 2.363818794037797488e-06 -1.477964246987539809e-06 2.363818794037797488e-06 4.401794634759426117e-03 8.555085062980651855e-01 2.128360620190505870e-06 -8.212425746023654938e-04
-8.674990534782409668e-01 8.193564601242542267e-03 1.860322896391153336e-03 9.022233425639569759e-04 9.341207146644592285e-01 2.862278139218688011e-03 -1.593655324541032314e-03 -2.750557148829102516e-03 3.723265370354056358e-03 -1.420451008016243577e-04 4.872281569987535477e-03 2.637524157762527466e-03 9.139601141214370728e-03 -2.126763109117746353e-03 -7.456098387592646759e-07 -2.126763109117746353e-03 2.860029926523566246e-03 2.030789346463279799e-06 -7.456098387592646759e-07 2.030789346463279799e-06 4.387498367577791214e-03 8.569393157958984375e-01 -2.037651256614481099e-06 -8.132461807690560818e-04
-8.659587502479553223e-01 8.172309957444667816e-03 1.834987546317279339e-03 1.445991103537380695e-03 9.247257113456726074e-01 2.368858782574534416e-03 -1.545696402899920940e-03 -2.708668587729334831e-03 3.680205671116709709e-03 -6.004445021972060204e-04 4.490124061703681946e-03 2.093377290293574333e-03 9.113968349993228912e-03 -2.124323975294828415e-03 2.621482053655199707e-08 -2.124323975294828415e-03 2.857384504750370979e-03 1.621814703867130447e-06 2.621482053655199707e-08 1.621814703867130447e-06 4.373266827315092087e-03 8.583707809448242188e-01 -6.196980393724516034e-06 -8.060925174504518509e-04
-8.644184470176696777e-01 8.151968941092491150e-03 1.816910924389958382e-03 1.966860378161072731e-03 9.156773090362548828e-01 1.904644654132425785e-03 -1.469514332711696625e-03 -2.691310131922364235e-03 3.594500245526432991e-03 -1.141335465945303440e-03 4.636666271835565567e-03 1.587816164828836918e-03 9.089143946766853333e-03 -2.121834317222237587e-03 8.288725439342670143e-07 -2.121834317222237587e-03 2.854992635548114777e-03 1.196072958009608556e-06 8.288725439342670143e-07 1.196072958009608556e-06 4.359800368547439575e-03 8.597881197929382324e-01 -1.035714376484975219e-05 -7.991123129613697529e-04
-8.628617525100708008e-01 8.130429312586784363e-03 1.793180243112146854e-03 2.468005288392305374e-03 9.068154692649841309e-01 1.543853781186044216e-03 -1.356217428110539913e-03 -2.789447084069252014e-03 3.444198518991470337e-03 -1.767433132044970989e-03 5.407073069363832474e-03 1.226207590661942959e-03 9.063300676643848419e-03 -2.119304379448294640e-03 1.606655132491141558e-06 -2.119304379448294640e-03 2.852346515282988548e-03 7.908649308774329256e-07 1.606655132491141558e-06 7.908649308774329256e-07 4.345212131738662720e-03 8.612067103385925293e-01 -1.456617337680654600e-05 -7.914647576399147511e-04
-8.613049983978271484e-01 8.109908550977706909e-03 1.775459619238972664e-03 2.937376266345381737e-03 8.982164859771728516e-01 1.274352776817977428e-03 -1.239089295268058777e-03 -2.969131106510758400e-03 3.287262516096234322e-03 -2.400375204160809517e-03 6.618011277168989182e-03 9.721897076815366745e-04 9.038470685482025146e-03 -2.116661984473466873e-03 2.326807361896499060e-06 -2.116661984473466873e-03 2.849900163710117340e-03 4.158403896781237563e-07 2.326807361896499060e-06 4.158403896781237563e-07 4.331446718424558640e-03 8.626117110252380371e-01 -1.898633672681171447e-05 -7.824045023880898952e-04
-8.597319722175598145e-01 8.088364265859127045e-03 1.751325209625065327e-03 3.384687239304184914e-03 8.897282481193542480e-01 1.141652348451316357e-03 -1.143181347288191319e-03 -3.267219057306647301e-03 3.156173042953014374e-03 -2.972559304907917976e-03 8.284178562462329865e-03 8.452603942714631557e-04 9.012705646455287933e-03 -2.113960450515151024e-03 3.007562554557807744e-06 -2.113960450515151024e-03 2.847152529284358025e-03 7.010703484411351383e-08 3.007562554557807744e-06 7.010703484411351383e-08 4.316869657486677170e-03 8.640177845954895020e-01 -2.389489054621662945e-05 -7.705802563577890396e-04
-8.581589460372924805e-01 8.067907765507698059e-03 1.733384327962994576e-03 3.767126007005572319e-03 8.815045356750488281e-01 1.035013818182051182e-03 -1.083629787899553776e-03 -3.567449748516082764e-03 3.105960553511977196e-03 -3.470462979748845100e-03 9.926561266183853149e-03 7.695480599068105221e-04 8.987995795905590057e-03 -2.111197449266910553e-03 3.677358108689077199e-06 -2.111197449266910553e-03 2.844577888026833534e-03 -3.064672853270167252e-07 3.677358108689077199e-06 -3.064672853270167252e-07 4.303243011236190796e-03 8.654108643531799316e-01 -2.920563019870314747e-05 -7.564729894511401653e-04
-8.565696477890014648e-01 8.046491071581840515e-03 1.710389275103807449e-03 4.054975695908069611e-03 8.735440373420715332e-01 8.741825004108250141e-04 -1.085812458768486977e-03 -3.783993655815720558e-03 3.203633939847350121e-03 -3.862473415210843086e-03 1.112681720405817032e-02 6.804641452617943287e-04 8.962419815361499786e-03 -2.108496148139238358e-03 4.455145699466811493e-06 -2.108496148139238358e-03 2.841664711013436317e-03 -7.602011464769020677e-07 4.455145699466811493e-06 -7.602011464769020677e-07 4.288898315280675888e-03 8.668053150177001953e-01 -3.514594209264032543e-05 -7.393339183181524277e-04
-8.549802899360656738e-01 8.026258088648319244e-03 1.693888101726770401e-03 4.231002181768417358e-03 8.658172488212585449e-01 5.949679180048406124e-04 -1.143907546065747738e-03 -3.860768163576722145e-03 3.450735239312052727e-03 -4.153204616159200668e-03 1.172254513949155807e-02 5.496805533766746521e-04 8.938108570873737335e-03 -2.105731284245848656e-03 5.340348707250086591e-06 -2.105731284245848656e-03 2.838936634361743927e-03 -1.338764491265465040e-06 5.340348707250086591e-06 -1.338764491265465040e-06 4.275471437722444534e-03 8.681871891021728516e-01 -4.126722706132568419e-05 -7.209552568383514881e-04
-8.533747196197509766e-01 8.006337098777294159e-03 1.677856547757983208e-03 4.273443017154932022e-03 8.583238124847412109e-01 1.412505662301555276e-04 -1.267038634978234768e-03 -3.708543023094534874e-03 3.886756487190723419e-03 -4.386446904391050339e-03 1.132941897958517075e-02 3.164327354170382023e-04 8.914238773286342621e-03 -2.102866536006331444e-03 6.403795396181521937e-06 -2.102866536006331444e-03 2.836182946339249611e-03 -2.096325488309958018e-06 6.403795396181521937e-06 -2.096325488309958018e-06 4.262252245098352432e-03 8.695713877677917480e-01 -4.754020847030915320e-05 -7.016370072960853577e-04
-8.517692089080810547e-01 7.985870353877544403e-03 1.654904684983193874e-03 4.172394983470439911e-03 8.506453037261962891e-01 -6.125460495240986347e-04 -1.437188126146793365e-03 -3.335896646603941917e-03 4.474883899092674255e-03 -4.426706582307815552e-03 1.019274350255727768e-02 2.214791720689390786e-06 8.890278637409210205e-03 -2.099869307130575180e-03 7.616608854732476175e-06 -2.099869307130575180e-03 2.833133330568671227e-03 -3.008841986229526810e-06 7.616608854732476175e-06 -3.008841986229526810e-06 4.248328041285276413e-03 8.709435462951660156e-01 -5.313197107170708477e-05 -6.845847237855195999e-04
-8.501474857330322266e-01 7.966981269419193268e-03 1.637409906834363937e-03 3.967933356761932373e-03 8.428068757057189941e-01 -1.574155874550342560e-03 -1.641795854084193707e-03 -2.813878236338496208e-03 5.180601030588150024e-03 -4.336837679147720337e-03 8.507447317242622375e-03 -3.641449438873678446e-04 8.867955766618251801e-03 -2.096558921039104462e-03 8.932247510529123247e-06 -2.096558921039104462e-03 2.830333309248089790e-03 -3.997060957772191614e-06 8.932247510529123247e-06 -3.997060957772191614e-06 4.235674161463975906e-03 8.723170757293701172e-01 -5.824777690577320755e-05 -6.691929302178323269e-04
-8.485258221626281738e-01 7.947142235934734344e-03 1.614237553440034389e-03 3.737494582310318947e-03 8.349424004554748535e-01 -2.607686677947640419e-03 -1.876343041658401489e-03 -2.363815205171704292e-03 5.901762749999761581e-03 -4.078550729900598526e-03 7.117680739611387253e-03 -6.513495463877916336e-04 8.845104835927486420e-03 -2.093079034239053726e-03 1.046494799084030092e-05 -2.093079034239053726e-03 2.827161690220236778e-03 -4.838259428652236238e-06 1.046494799084030092e-05 -4.838259428652236238e-06 4.222018178552389145e-03 8.736770749092102051e-01 -6.236992339836433530e-05 -6.567316595464944839e-04
-8.468880653381347656e-01 7.927320897579193115e-03 1.592201530002057552e-03 3.514741780236363411e-03 8.270940780639648438e-01 -3.622805699706077576e-03 -2.125156344845890999e-03 -2.028327900916337967e-03 6.614965852349996567e-03 -3.739634761586785316e-03 6.085910368710756302e-03 -8.503043209202587605e-04 8.822391740977764130e-03 -2.089342568069696426e-03 1.215661632159026340e-05 -2.089342568069696426e-03 2.823890186846256256e-03 -5.490368948812829331e-06 1.215661632159026340e-05 -5.490368948812829331e-06 4.208360798656940460e-03 8.750378489494323730e-01 -6.584162474609911442e-05 -6.462535820901393890e-04
