# y+, tke, epsilon, grad_u_11, grad_u_12, grad_u_13, grad_u_21, grad_u_22, grad_u_23, grad_u_31, grad_u_32, grad_u_33, uu_11, uu_12, uu_13, uu_21, uu_22, uu_23, uu_31, uu_32, uu_33, u_1, u_2, u_3
0.000000000000000000e+00 3.987079944756709166e-07 2.704778526303066588e-01 0.000000000000000000e+00 9.999993913378507626e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.835759083069220948e-34 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.147916573873454098e-34 1.214119353284412190e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.399507290269083298e-02 2.962282140263159812e-04 2.685572646330190993e-01 0.000000000000000000e+00 9.999799655647089169e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.159370200458165991e-04 -4.201143911923690981e-08 0.000000000000000000e+00 -4.201143911923690981e-08 2.321251044048485016e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.571659644372876015e-05 3.966021868437995951e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.209623252004996041e-01 8.006176945819558355e-03 2.599626122119200744e-01 0.000000000000000000e+00 9.998647709959843644e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.083081461440569576e-03 -1.175845273076402075e-05 0.000000000000000000e+00 -1.175845273076402075e-05 3.904510186719538766e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.861761865596018053e-03 2.314667591711994654e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.798554005853233440e-01 6.412105067359387400e-02 2.441311499243511984e-01 0.000000000000000000e+00 9.992098336035520889e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.523879548013260643e-02 -3.563765352684536837e-04 0.000000000000000000e+00 -3.563765352684536837e-04 3.030444503597946984e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.274318867058773064e-02 6.909688743798603205e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.444598987157692083e+00 2.619558644882430398e-01 2.258444751371654902e-01 0.000000000000000000e+00 9.952995398688868622e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.797651600582032105e-01 -3.557524890273027016e-03 0.000000000000000000e+00 -3.557524890273027016e-03 4.892380793146916627e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.239747051904946940e-01 1.453825477877866756e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.515075788908998966e+00 7.220057525614653748e-01 2.049165926668323479e-01 0.000000000000000000e+00 9.789322900841543884e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.116377140098552934e+00 -1.871189923192494858e-02 0.000000000000000000e+00 -1.871189923192494858e-02 3.290566579758723211e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.978085068899106735e-01 2.511512618126322316e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.891121616615142109e+00 1.521695442156907330e+00 1.792042164529292769e-01 0.000000000000000000e+00 9.330569991537482899e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.468309618425217788e+00 -6.328769494695900277e-02 0.000000000000000000e+00 -6.328769494695900277e-02 1.296354171056804915e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.408450378317547491e-01 3.829259266723775923e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.572525413020117391e+00 2.586288451106217856e+00 1.566758935725603985e-01 0.000000000000000000e+00 8.433937292039463962e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.314740553461200889e+00 -1.522798139026984021e-01 0.000000000000000000e+00 -1.522798139026984021e-01 3.590701157585522718e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.199781147289405547e-01 5.324837069737707651e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.559029285207190085e+00 3.677366466024668767e+00 1.457664554535550439e-01 0.000000000000000000e+00 7.144167716107082677e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.187998837855995582e+00 -2.812196760117394723e-01 0.000000000000000000e+00 -2.812196760117394723e-01 7.807512061056845476e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.106073376243775108e+00 6.870858515519809195e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.850328544154747235e+00 4.552264323656164180e+00 1.422778899523775564e-01 0.000000000000000000e+00 5.694840012530375528e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.605036070578931273e+00 -4.260272303610929123e-01 0.000000000000000000e+00 -4.260272303610929123e-01 1.429068561789131886e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.381386680333146932e+00 8.335125845586027538e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.244607175146929912e+01 5.108157804104653366e+00 1.380357087484179734e-01 0.000000000000000000e+00 4.343177475687492461e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.374467817464140040e+00 -5.604360965034727027e-01 0.000000000000000000e+00 -5.604360965034727027e-01 2.301738762346937084e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.633484707011821913e+00 9.627192165218239950e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.534586077328899023e+01 5.374889578661633749e+00 1.300954412738711818e-01 0.000000000000000000e+00 3.235554426857396582e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.577221749073913770e+00 -6.698057957641787574e-01 0.000000000000000000e+00 -6.698057957641787574e-01 3.357543654554793755e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.851963995671028984e+00 1.071408374751015025e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.854925084134967861e+01 5.436070351980285764e+00 1.193736964164996417e-01 0.000000000000000000e+00 2.398114223078340046e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.397918181993613729e+00 -7.517580577751371562e-01 0.000000000000000000e+00 -7.517580577751371562e-01 4.526202324571402813e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.030586565193087001e+00 1.160555931302887700e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.205575062120217922e+01 5.373391747316097700e+00 1.074254543094578240e-01 0.000000000000000000e+00 1.791841946423927134e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.009892047644852298e+00 -8.103730671536188979e-01 0.000000000000000000e+00 -8.103730671536188979e-01 5.727353805432862099e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.168635665451088990e+00 1.233133214598981553e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.586482228757358826e+01 5.247798707607401525e+00 9.538700549864870259e-02 0.000000000000000000e+00 1.360883287379967832e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.538496778490394234e+00 -8.513210741521086700e-01 0.000000000000000000e+00 -8.513210741521086700e-01 6.888823938162863536e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.269810448506588862e+00 1.292501924321561901e+01 0.000000000000000000e+00 0.000000000000000000e+00
