# y+, tke, epsilon, grad_u_11, grad_u_12, grad_u_13, grad_u_21, grad_u_22, grad_u_23, grad_u_31, grad_u_32, grad_u_33, uu_11, uu_12, uu_13, uu_21, uu_22, uu_23, uu_31, uu_32, uu_33
1.801232863186968611e-02 1.007569999999999936e-07 6.604849999999999610e-02 0.000000000000000000e+00 5.312259999999999849e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.309286856000909100e-05 -5.707243012448085483e-09 0.000000000000000000e+00 -5.707243012448085483e-09 1.467141131116437911e-11 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.193611459284103629e-05
5.427770029536812396e-02 1.564389999999999889e-08 1.785350000000000001e-03 0.000000000000000000e+00 5.311869999999999692e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.817307717275222021e-04 -1.566651166678318024e-07 0.000000000000000000e+00 -1.566651166678318024e-07 1.196496279675662820e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.974062180153861128e-04
9.102797913309332301e-02 1.048110000000000013e-08 4.059040000000000087e-04 0.000000000000000000e+00 5.311489999999999867e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.353887535876023909e-03 -7.413605359452187807e-07 0.000000000000000000e+00 -7.413605359452187807e-07 9.360423325830345870e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.502095914073111072e-04
1.282694153495999023e-01 2.418120000000000083e-08 4.421159999999999934e-04 0.000000000000000000e+00 5.311119999999999663e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.686310370915011726e-03 -2.081011113162970448e-06 0.000000000000000000e+00 -2.081011113162970448e-06 3.649236228343311566e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.082545252978644621e-03
1.660086939462810385e-01 5.924030000000000273e-08 6.146360000000000018e-04 0.000000000000000000e+00 5.310750000000000171e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.496290637980283195e-03 -4.525841185731125532e-06 0.000000000000000000e+00 -4.525841185731125532e-06 1.012299227700496387e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.796564732458162976e-03
2.042523368757153956e-01 1.249999999999999943e-07 8.246399999999999651e-04 0.000000000000000000e+00 5.310399999999999920e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.801658713974947229e-03 -8.456877443951799802e-06 0.000000000000000000e+00 -8.456877443951799802e-06 2.293304802248065911e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.694360459084362350e-03
2.430074095865299433e-01 2.332909999999999944e-07 1.056120000000000019e-03 0.000000000000000000e+00 5.310060000000000002e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.620837112807237648e-03 -1.428792775969321307e-05 0.000000000000000000e+00 -1.428792775969321307e-05 4.541417605282875611e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.777976378349651686e-03
2.822804340313034288e-01 3.978110000000000144e-07 1.304709999999999941e-03 0.000000000000000000e+00 5.309720000000000084e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.297278425093161339e-02 -2.246725203158656288e-05 0.000000000000000000e+00 -2.246725203158656288e-05 8.172573371756499919e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.049380047734675601e-03
3.220784756586625996e-01 6.340269999999999903e-07 1.568600000000000072e-03 0.000000000000000000e+00 5.309400000000000119e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.687707862867644099e-02 -3.348007265318321795e-05 0.000000000000000000e+00 -3.348007265318321795e-05 1.368698840179452130e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.510482414984593291e-03
3.624080564211863975e-01 9.592039999999999645e-07 1.846860000000000081e-03 0.000000000000000000e+00 5.309080000000000155e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.135383443631454561e-02 -4.785013624011715363e-05 0.000000000000000000e+00 -4.785013624011715363e-05 2.167706100387884882e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.163101159159686163e-03
4.032773287595980971e-01 1.392470000000000027e-06 2.138870000000000181e-03 0.000000000000000000e+00 5.308769999999999811e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.642395729461482004e-02 -6.614248564641727777e-05 0.000000000000000000e+00 -6.614248564641727777e-05 3.283550151542799792e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000904858926978877e-02
4.446928146264763626e-01 1.954900000000000121e-06 2.444249999999999808e-03 0.000000000000000000e+00 5.308469999999999800e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.210878455885231297e-02 -8.896504817491802020e-05 0.000000000000000000e+00 -8.896504817491802020e-05 4.795401327048863758e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.204998668525609530e-02
4.866621229664964687e-01 2.669619999999999946e-06 2.762689999999999937e-03 0.000000000000000000e+00 5.308169999999999789e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.843041028342043114e-02 -1.169718511801350308e-04 0.000000000000000000e+00 -1.169718511801350308e-04 6.793136514528841124e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.428754029169551805e-02
5.291917757322369686e-01 3.561939999999999985e-06 3.094009999999999903e-03 0.000000000000000000e+00 5.307880000000000109e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.541139148847681689e-02 -1.508638179294377439e-04 0.000000000000000000e+00 -1.508638179294377439e-04 9.378154148823656912e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.672318789928438354e-02
5.722904688604696366e-01 4.659420000000000360e-06 3.438060000000000161e-03 0.000000000000000000e+00 5.307589999999999719e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.307528254187066086e-02 -1.913933514815701015e-04 0.000000000000000000e+00 -1.913933514815701015e-04 1.266465343196544329e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.935844537268303911e-02
6.159658112958694698e-01 5.992060000000000360e-06 3.794769999999999827e-03 0.000000000000000000e+00 5.307309999999999661e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.144612656439164128e-02 -2.393655255233503236e-04 0.000000000000000000e+00 -2.393655255233503236e-04 1.677862262655380060e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.219467095608900625e-02
