# y+, tke, epsilon, grad_u_11, grad_u_12, grad_u_13, grad_u_21, grad_u_22, grad_u_23, grad_u_31, grad_u_32, grad_u_33, uu_11, uu_12, uu_13, uu_21, uu_22, uu_23, uu_31, uu_32, uu_33
6.610941800042739735e-02 4.658260000000000005e-03 3.844669999999999810e+00 0.000000000000000000e+00 1.612019999999999982e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.159731384088311648e-04 -3.100101864204144746e-07 0.000000000000000000e+00 -3.100101864204144746e-07 3.286131044577484938e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.591058632136232736e-04
1.992117316014098138e-01 3.441140000000000084e-03 2.402149999999999785e+00 0.000000000000000000e+00 1.597090000000000032e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.386418473112311978e-03 -8.598254932197479703e-06 0.000000000000000000e+00 -8.598254932197479703e-06 2.597521729497553566e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.155658701997181726e-03
3.340937668434711405e-01 2.668690000000000038e-03 1.562599999999999989e+00 0.000000000000000000e+00 1.599269999999999925e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.071592782273143363e-02 -4.108498993493470657e-05 0.000000000000000000e+00 -4.108498993493470657e-05 1.969087206200730174e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.588753029812950038e-03
4.707784634249664868e-01 2.194579999999999795e-03 1.060999999999999943e+00 0.000000000000000000e+00 1.599199999999999875e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.102530516060416688e-02 -1.163659878707204079e-04 0.000000000000000000e+00 -1.163659878707204079e-04 7.437430766189773649e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.650145435645104797e-02
6.092903568493539535e-01 1.929280000000000014e-03 7.537009999999999543e-01 0.000000000000000000e+00 1.596490000000000009e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.854612920190128467e-02 -2.551462234049791267e-04 0.000000000000000000e+00 -2.551462234049791267e-04 1.998390395943119892e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.674180322995150030e-02
7.496533841931777298e-01 1.816600000000000029e-03 5.605320000000000302e-01 0.000000000000000000e+00 1.590310000000000059e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.035168975047001255e-01 -4.802181392749649627e-04 0.000000000000000000e+00 -4.802181392749649627e-04 4.384328131652461365e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.916238594171553983e-02
8.918934772893613028e-01 1.820049999999999923e-03 4.357449999999999934e-01 0.000000000000000000e+00 1.579459999999999980e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.461793939015955113e-01 -8.163916002034914783e-04 0.000000000000000000e+00 -8.163916002034914783e-04 8.407088233626083059e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.362032950542094945e-02
1.036034573214448917e+00 1.914740000000000062e-03 3.528140000000000165e-01 0.000000000000000000e+00 1.562350000000000136e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.967729863138216184e-01 -1.290363258382867286e-03 0.000000000000000000e+00 -1.290363258382867286e-03 1.464586874128921516e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.997686400303620990e-02
1.182102603801363561e+00 2.082300000000000036e-03 2.961380000000000123e-01 0.000000000000000000e+00 1.537249999999999943e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.555298272557774419e-01 -1.930539493613215619e-03 0.000000000000000000e+00 -1.930539493613215619e-03 2.374218565793093029e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.809745755014491975e-02
1.330121506126650255e+00 2.307829999999999864e-03 2.563739999999999908e-01 0.000000000000000000e+00 1.502769999999999868e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.226682431862672451e-01 -2.766799531808206321e-03 0.000000000000000000e+00 -2.766799531808206321e-03 3.639455290856296503e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.078516232799481001e-01
1.480121201535989028e+00 2.578110000000000211e-03 2.277869999999999895e-01 0.000000000000000000e+00 1.458290000000000077e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.983889078095127489e-01 -3.830233292235395333e-03 0.000000000000000000e+00 -3.830233292235395333e-03 5.334643811318301844e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.291137067334007238e-01
1.632125627105924126e+00 2.880859999999999844e-03 2.067450000000000121e-01 0.000000000000000000e+00 1.404370000000000118e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.828643942375182019e-01 -5.152790392346667282e-03 0.000000000000000000e+00 -5.152790392346667282e-03 7.538225952037061126e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.517617096123465847e-01
